"","month","position","artist","album","indicativerevenue","us","uk","de","fr","ca","au"
"9607","Jan 2016",7,"Ed Sheeran","x",2739.622,"24","9","22","20","10","4"
"9608","Jan 2016",8,"Adele","21",2672.534,"10","24","48","42","9","15"
"9609","Jan 2016",9,"Twenty One Pilots","Blurryface",2344.805,"3","79","-","-","5","49"
"9610","Jan 2016",10,"Chris Brown","Royalty",2085.426,"3","23","56","81","17","14"
"9611","Jan 2016",11,"The Beatles","1",2084.5,"16","17","18","71","27","31"
"9612","Jan 2016",12,"Chris Stapleton","Traveller",2034.812,"6","-","-","-","21","-"
"9613","Jan 2016",13,"Fetty Wap","Fetty Wap",2033.912,"5","44","-","-","13","-"
"9614","Jan 2016",14,"David Bowie","BlackStar",1991.236,"1","1","1","1","1","1"
"9615","Jan 2016",15,"Ellie Goulding","Delirium",1982.127,"23","12","34","182","17","-"
"9616","Jan 2016",16,"Selena Gomez","Revival",1978.687,"7","98","-","180","7","-"
"9617","Jan 2016",17,"Enya","Dark Sky Island",1937.669,"34","13","7","71","14","13"
"9618","Jan 2016",18,"Meghan Trainor","Title",1934.048,"15","50","-","-","16","15"
"9619","Jan 2016",19,"Shawn Mendes","Handwritten",1849.378,"11","34","-","-","9","-"
"9620","Jan 2016",20,"Sam Smith","In The Lonely Hour",1764.198,"44","11","-","76","43","6"
"9621","Jan 2016",21,"Bryson Tiller","T R A P S O U L",1731.057,"8","57","-","-","29","-"
"9622","Jan 2016",22,"G-Eazy","When It's Dark Out",1666.127,"5","-","-","-","10","-"
"9623","Jan 2016",23,"Pentatonix","That's Christmas To Me",1665.155,"3","-","-","-","5","26"
"9624","Jan 2016",24,"Sam Hunt","Montevallo",1615.184,"15","-","-","-","12","-"
"9625","Jan 2016",25,"Adele","19",1577.629,"32","37","74","107","38","30"
"9626","Jan 2016",26,"Luke Bryan","Kill The Lights",1485.05,"17","-","-","-","20","-"
"9627","Jan 2016",27,"Carrie Underwood","Storyteller",1432.886,"18","90","-","-","19","-"
"9628","Jan 2016",28,"Future & Drake","What A Time To Be Alive",1407.917,"14","-","-","-","26","-"
"9629","Jan 2016",29,"Michael Buble","Christmas",1403.463,"8","12","-","-","3","2"
"9630","Jan 2016",30,"Pentatonix","Pentatonix",1382.109,"13","-","-","-","-","-"
"9631","Jan 2016",31,"David Bowie","Nothing Has Changed. The Very Best Of Bowie",1326.017,"68","5","4","11","-","3"
"9632","Jan 2016",32,"Drake","If You're Reading This It's Too Late",1324.365,"24","74","-","-","14","-"
"9633","Jan 2016",33,"Thomas Rhett","Tangled Up",1318.562,"23","-","-","-","47","-"
"9634","Jan 2016",34,"Kendrick Lamar","To Pimp A Butterfly",1308.548,"39","54","70","-","31","37"
"9635","Jan 2016",35,"Fall Out Boy","American Beauty / American Psycho",1297.411,"26","47","-","-","33","-"
"9636","Jan 2016",36,"Sarah Connor","Muttersprache",1294.345,"-","-","2","-","-","-"
"9637","Jan 2016",37,"Various Artists","NOW 56",1289.436,"16","-","-","-","-","-"
"9638","Jan 2016",38,"Original Soundtrack","Star Wars: The Force Awakens",1282.61,"5","-","-","-","11","-"
"9639","Jan 2016",39,"Halsey","Badlands",1281.536,"24","100","-","-","24","28"
"9640","Jan 2016",40,"Hozier","Hozier",1274.007,"58","13","-","-","-","34"
"9641","Jan 2016",41,"Elle King","Love Stuff",1266.487,"32","18","79","-","26","-"
"9642","Jan 2016",42,"Troye Sivan","Blue Neighbourhood",1258.067,"7","89","-","-","11","11"
"9643","Jan 2016",43,"James Bay","Chaos And The Calm",1223.766,"69","5","52","-","-","42"
"9644","Jan 2016",44,"5 Seconds of Summer","Sounds Good Feels Good",1220.847,"41","41","-","-","-","29"
"9645","Jan 2016",45,"Future","DS2",1220.293,"18","-","-","-","-","-"
"9646","Jan 2016",46,"J Cole","2014 Forest Hills Drive",1140.26,"16","-","-","-","30","-"
"9647","Jan 2016",47,"Blake Shelton","Reloaded: 20 No. 1 Hits",1120.81,"29","-","-","-","-","-"
"9648","Jan 2016",48,"Cam","Untamed",1117.09,"12","-","-","-","43","-"
"9649","Jan 2016",49,"Twenty One Pilots","Vessel",1105.529,"21","-","-","-","-","-"
"9650","Jan 2016",50,"Andrea Bocelli","Cinema",1094.108,"31","19","85","-","30","34"
"9651","Feb 2016",1,"Adele","25",5334.709,"1","1","4","4","1","1"
"9652","Feb 2016",2,"David Bowie","BlackStar",4582.383,"1","1","3","1","1","2"
"9653","Feb 2016",3,"Justin Bieber","Purpose",3884.478,"2","3","14","43","2","4"
"9654","Feb 2016",4,"Coldplay","A Head Full Of Dreams",3001.992,"4","1","12","13","2","6"
"9655","Feb 2016",5,"Rihanna","Anti",2761.976,"1","7","3","6","1","5"
"9656","Feb 2016",6,"The Weeknd","Beauty Behind The Madness",2690.231,"6","17","66","92","6","14"
"9657","Feb 2016",7,"Twenty One Pilots","Blurryface",2616.798,"4","28","47","82","4","16"
"9658","Feb 2016",8,"David Bowie","Best Of Bowie",2561.866,"4","1","48","73","4","6"
"9659","Feb 2016",9,"Ed Sheeran","x",2282.787,"24","12","39","29","14","8"
"9660","Feb 2016",10,"Panic! At the Disco","Death Of A Bachelor",2279.833,"1","22","94","-","3","3"
"9661","Feb 2016",11,"Adele","21",2120.872,"18","26","76","80","15","15"
"9662","Feb 2016",12,"One Direction","Made In The A.M.",2084.696,"12","17","-","176","9","19"
"9663","Feb 2016",13,"Shawn Mendes","Handwritten",2076.814,"13","25","62","124","11","-"
"9664","Feb 2016",14,"Bryson Tiller","T R A P S O U L",2049.118,"8","41","-","-","30","-"
"9665","Feb 2016",15,"Taylor Swift","1989",2042.606,"15","20","79","-","12","9"
"9666","Feb 2016",16,"Chris Stapleton","Traveller",1928.705,"7","-","89","-","14","-"
"9667","Feb 2016",17,"David Bowie","Nothing Has Changed. The Very Best Of Bowie",1870.714,"63","5","9","11","-","3"
"9668","Feb 2016",18,"Sia","This Is Acting",1815.882,"4","3","14","3","3","1"
"9669","Feb 2016",19,"Fetty Wap","Fetty Wap",1802.905,"10","60","-","-","17","-"
"9670","Feb 2016",20,"Megadeth","Dystopia",1772.069,"3","11","10","39","3","6"
"9671","Feb 2016",21,"G-Eazy","When It's Dark Out",1728,"9","-","-","-","15","-"
"9672","Feb 2016",22,"Selena Gomez","Revival",1714.711,"11","-","-","-","7","-"
"9673","Feb 2016",23,"Ellie Goulding","Delirium",1710.552,"35","11","34","-","29","38"
"9674","Feb 2016",24,"Chris Brown","Royalty",1617.772,"14","67","-","-","-","38"
"9675","Feb 2016",25,"Charlie Puth","Nine Track Mind",1534.095,"6","6","36","5","5","8"
"9676","Feb 2016",26,"Sam Smith","In The Lonely Hour",1467.019,"46","22","-","98","-","17"
"9677","Feb 2016",27,"Meghan Trainor","Title",1444.785,"22","87","-","-","12","24"
"9678","Feb 2016",28,"Dream Theater","The Astonishing",1394.501,"11","11","5","13","8","10"
"9679","Feb 2016",29,"Sam Hunt","Montevallo",1380.618,"20","-","-","-","16","-"
"9680","Feb 2016",30,"Elle King","Love Stuff",1375.13,"43","18","45","-","42","32"
"9681","Feb 2016",31,"Peter Plate, Ulf Leo Sommer & Daniel Faust","Bibi & Tina - Madchen gegen Jungs",1348.685,"-","-","2","-","-","-"
"9682","Feb 2016",32,"Future & Drake","What A Time To Be Alive",1344.084,"17","-","-","-","36","-"
"9683","Feb 2016",33,"The Beatles","1",1335.059,"37","50","42","-","-","-"
"9684","Feb 2016",34,"J Cole","2014 Forest Hills Drive",1328.919,"16","-","-","-","42","-"
"9685","Feb 2016",35,"Rachel Platten","Wildfire",1318.826,"18","35","-","-","20","45"
"9686","Feb 2016",36,"Flo-Rida","My House",1307.05,"19","-","-","-","21","-"
"9687","Feb 2016",37,"Drake","If You're Reading This It's Too Late",1278.419,"30","79","-","-","35","-"
"9688","Feb 2016",38,"Halsey","Badlands",1224.327,"27","70","-","-","37","12"
"9689","Feb 2016",39,"Kidz Bop Kids","Kidz Bop 31",1208.598,"6","-","-","-","-","-"
"9690","Feb 2016",40,"Thomas Rhett","Tangled Up",1167.478,"25","-","-","-","46","-"
"9691","Feb 2016",41,"Fall Out Boy","American Beauty / American Psycho",1142.538,"36","65","-","-","-","-"
"9692","Feb 2016",42,"James Bay","Chaos And The Calm",1142.06,"72","7","-","-","-","15"
"9693","Feb 2016",43,"Kendrick Lamar","To Pimp A Butterfly",1138.923,"41","29","95","-","31","11"
"9694","Feb 2016",44,"Future","DS2",1134.106,"26","-","-","-","-","-"
"9695","Feb 2016",45,"The Chainsmokers","Bouquet (EP)",1133.93,"31","-","-","-","18","-"
"9696","Feb 2016",46,"Eagles","Their Greatest Hits 1971-1975",1130.036,"11","-","-","-","22","-"
"9697","Feb 2016",47,"David Bowie","The Rise And Fall Of Ziggy Stardust",1104.691,"21","10","-","77","22","44"
"9698","Feb 2016",48,"Twenty One Pilots","Vessel",1065.3,"28","72","-","-","-","-"
"9699","Feb 2016",49,"Luke Bryan","Kill The Lights",1046.016,"29","-","-","-","40","-"
"9700","Feb 2016",50,"Original Cast","Hamilton: An American Musical",1037.296,"32","-","-","-","-","-"
"9701","Mar 2016",1,"Adele","25",5837.666,"1","1","3","7","1","2"
"9702","Mar 2016",2,"Justin Bieber","Purpose",4147.682,"2","2","11","23","2","5"
"9703","Mar 2016",3,"Rihanna","Anti",3882.98,"2","9","13","16","3","15"
"9704","Mar 2016",4,"Coldplay","A Head Full Of Dreams",3288.31,"4","5","14","10","2","7"
"9705","Mar 2016",5,"Twenty One Pilots","Blurryface",3088.445,"7","17","32","52","5","14"
"9706","Mar 2016",6,"The Weeknd","Beauty Behind The Madness",2919.546,"6","18","68","75","6","17"
"9707","Mar 2016",7,"David Bowie","BlackStar",2532.093,"22","14","10","15","7","7"
"9708","Mar 2016",8,"Ed Sheeran","x",2379.442,"27","9","41","35","23","14"
"9709","Mar 2016",9,"Charlie Puth","Nine Track Mind",2331.98,"16","11","-","8","16","13"
"9710","Mar 2016",10,"Sia","This Is Acting",2306.169,"27","10","67","22","8","4"
"9711","Mar 2016",11,"Chris Stapleton","Traveller",2221.021,"5","67","89","-","10","-"
"9712","Mar 2016",12,"Taylor Swift","1989",2198.918,"8","21","94","-","12","10"
"9713","Mar 2016",13,"Bryson Tiller","T R A P S O U L",2025.729,"10","59","-","-","38","-"
"9714","Mar 2016",14,"Adele","21",1947.067,"22","24","98","106","31","19"
"9715","Mar 2016",15,"James Bay","Chaos And The Calm",1898.677,"23","7","93","-","14","23"
"9716","Mar 2016",16,"Macklemore & Ryan Lewis","This Unruly Mess I've Made",1871.881,"4","16","4","31","4","6"
"9717","Mar 2016",17,"Future","Evol",1859.565,"1","-","-","-","5","-"
"9718","Mar 2016",18,"G-Eazy","When It's Dark Out",1829.174,"11","62","-","-","9","-"
"9719","Mar 2016",19,"The 1975","I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It",1820.671,"1","1","28","109","1","1"
"9720","Mar 2016",20,"Fetty Wap","Fetty Wap",1794.994,"15","60","-","-","25","-"
"9721","Mar 2016",21,"Kevin Gates","Islah",1774.522,"9","-","-","-","-","-"
"9722","Mar 2016",22,"Shawn Mendes","Handwritten",1762.391,"28","31","62","-","23","-"
"9723","Mar 2016",23,"Joey & Rory","Hymns",1757.53,"4","-","-","-","-","-"
"9724","Mar 2016",24,"David Bowie","Best Of Bowie",1731.741,"39","2","-","169","15","38"
"9725","Mar 2016",25,"Kendrick Lamar","To Pimp A Butterfly",1717.66,"16","29","-","-","18","11"
"9726","Mar 2016",26,"One Direction","Made In The A.M.",1674.457,"29","24","-","-","17","26"
"9727","Mar 2016",27,"Various Artists","NOW 57",1647.827,"7","-","-","-","-","-"
"9728","Mar 2016",28,"Panic! At the Disco","Death Of A Bachelor",1638.217,"17","39","-","-","40","40"
"9729","Mar 2016",29,"Selena Gomez","Revival",1633.813,"16","-","-","-","9","24"
"9730","Mar 2016",30,"Peter Plate, Ulf Leo Sommer & Daniel Faust","Bibi & Tina - Madchen gegen Jungs",1571.707,"-","-","1","-","-","-"
"9731","Mar 2016",31,"Sam Hunt","Montevallo",1566.831,"15","93","-","-","17","-"
"9732","Mar 2016",32,"Ellie Goulding","Delirium",1560.862,"39","12","72","-","37","38"
"9733","Mar 2016",33,"Flo-Rida","My House",1538.006,"18","-","-","-","15","-"
"9734","Mar 2016",34,"Sam Smith","In The Lonely Hour",1397.433,"52","27","-","114","45","27"
"9735","Mar 2016",35,"Chris Brown","Royalty",1386.654,"23","74","-","-","-","-"
"9736","Mar 2016",36,"Original Cast","Hamilton: An American Musical",1347.527,"17","-","-","-","-","-"
"9737","Mar 2016",37,"Future & Drake","What A Time To Be Alive",1318.384,"24","-","-","-","36","-"
"9738","Mar 2016",38,"Drake","If You're Reading This It's Too Late",1300.867,"37","96","-","-","32","-"
"9739","Mar 2016",39,"Anthrax","For All Kings",1284.77,"9","21","5","61","14","12"
"9740","Mar 2016",40,"Elle King","Love Stuff",1284.247,"54","46","49","-","40","20"
"9741","Mar 2016",41,"Various Artists","2016 Grammy Nominees",1277.468,"17","-","-","-","7","-"
"9742","Mar 2016",42,"J Cole","2014 Forest Hills Drive",1266.389,"25","-","-","-","46","-"
"9743","Mar 2016",43,"Meghan Trainor","Title",1234.059,"38","99","-","-","26","34"
"9744","Mar 2016",44,"Thomas Rhett","Tangled Up",1211.152,"31","80","-","-","48","-"
"9745","Mar 2016",45,"Twenty One Pilots","Vessel",1208.665,"44","55","-","-","-","-"
"9746","Mar 2016",46,"Alessia Cara","Know-It-All",1201.034,"54","14","99","120","29","16"
"9747","Mar 2016",47,"Kendrick Lamar","Untitled Unmastered",1159.641,"1","7","45","55","1","3"
"9748","Mar 2016",48,"Future","DS2",1158.364,"30","-","-","-","-","-"
"9749","Mar 2016",49,"Halsey","Badlands",1135.246,"47","70","-","-","-","30"
"9750","Mar 2016",50,"Yo Gotti","The Art Of Hustle",1109.047,"4","-","-","-","-","-"
"9751","Apr 2016",1,"Adele","25",4371.879,"2","1","8","14","2","2"
"9752","Apr 2016",2,"Justin Bieber","Purpose",3675.415,"3","3","18","28","1","7"
"9753","Apr 2016",3,"Rihanna","Anti",3484.402,"1","19","54","38","3","43"
"9754","Apr 2016",4,"Twenty One Pilots","Blurryface",3030.451,"6","17","31","52","5","13"
"9755","Apr 2016",5,"Zayn","Mind Of Mine",2643.662,"1","1","9","3","1","1"
"9756","Apr 2016",6,"The Weeknd","Beauty Behind The Madness",2489.01,"9","16","61","127","6","32"
"9757","Apr 2016",7,"Coldplay","A Head Full Of Dreams",2434.068,"38","6","19","9","12","13"
"9758","Apr 2016",8,"Sia","This Is Acting",2388.768,"16","6","69","22","7","12"
"9759","Apr 2016",9,"Chris Stapleton","Traveller",2194.731,"2","-","-","-","9","-"
"9760","Apr 2016",10,"Charlie Puth","Nine Track Mind",2028.82,"16","22","-","27","10","25"
"9761","Apr 2016",11,"Ed Sheeran","x",2015.968,"42","13","57","47","25","6"
"9762","Apr 2016",12,"Bryson Tiller","T R A P S O U L",1990.794,"11","55","-","-","41","-"
"9763","Apr 2016",13,"Joe Bonamassa","Blues Of Desperation",1986.778,"12","3","3","23","17","17"
"9764","Apr 2016",14,"Taylor Swift","1989",1912.236,"19","27","-","-","20","9"
"9765","Apr 2016",15,"Kendrick Lamar","Untitled Unmastered",1783.97,"1","37","-","113","1","14"
"9766","Apr 2016",16,"Joey & Rory","Hymns",1754.747,"4","-","-","-","40","-"
"9767","Apr 2016",17,"G-Eazy","When It's Dark Out",1735.216,"13","62","-","-","8","-"
"9768","Apr 2016",18,"Kevin Gates","Islah",1723.176,"9","-","-","-","-","-"
"9769","Apr 2016",19,"Fetty Wap","Fetty Wap",1675.063,"18","74","-","-","29","-"
"9770","Apr 2016",20,"James Bay","Chaos And The Calm",1614.568,"40","8","60","-","14","-"
"9771","Apr 2016",21,"Gwen Stefani","This Is What The Truth Feels Like",1590.758,"1","14","-","49","3","6"
"9772","Apr 2016",22,"Disturbed","Immortalized",1533.138,"23","28","-","-","18","4"
"9773","Apr 2016",23,"Panic! At the Disco","Death Of A Bachelor",1523.586,"17","42","-","-","-","-"
"9774","Apr 2016",24,"Adele","21",1472.413,"39","24","-","151","50","30"
"9775","Apr 2016",25,"Lukas Graham","Lukas Graham (Blue Album)",1463.669,"3","2","67","59","1","1"
"9776","Apr 2016",26,"Flo-Rida","My House",1449.897,"20","-","-","-","9","-"
"9777","Apr 2016",27,"Original Cast","Hamilton: An American Musical",1446.096,"15","-","-","-","-","-"
"9778","Apr 2016",28,"Birdy","Beautiful Lies",1431.409,"68","4","7","10","22","10"
"9779","Apr 2016",29,"Amon Amarth","Jomsviking",1388.504,"19","30","1","38","8","15"
"9780","Apr 2016",30,"Shawn Mendes","Handwritten",1386.728,"44","41","95","-","23","-"
"9781","Apr 2016",31,"Sam Hunt","Montevallo",1357.383,"20","-","-","-","19","-"
"9782","Apr 2016",32,"One Direction","Made In The A.M.",1350.847,"46","33","-","-","25","49"
"9783","Apr 2016",33,"Future","Evol",1324.553,"18","-","-","-","-","-"
"9784","Apr 2016",34,"Thomas Rhett","Tangled Up",1314.324,"16","-","-","-","23","-"
"9785","Apr 2016",35,"The 1975","I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It",1306.993,"26","11","-","-","23","27"
"9786","Apr 2016",36,"Selena Gomez","Revival",1290.989,"23","-","-","-","10","-"
"9787","Apr 2016",37,"Twenty One Pilots","Vessel",1288.491,"36","48","-","-","29","-"
"9788","Apr 2016",38,"Future & Drake","What A Time To Be Alive",1272.567,"17","-","-","-","29","-"
"9789","Apr 2016",39,"Drake","If You're Reading This It's Too Late",1256.388,"38","82","-","-","32","-"
"9790","Apr 2016",40,"Iggy Pop","Post Pop Depression",1252.285,"17","5","24","4","16","7"
"9791","Apr 2016",41,"David Bowie","BlackStar",1229.72,"76","25","42","31","18","20"
"9792","Apr 2016",42,"Halsey","Badlands",1222.206,"28","78","-","-","-","26"
"9793","Apr 2016",43,"Various Artists","NOW 57",1216.789,"21","-","-","-","-","-"
"9794","Apr 2016",44,"AnnenMayKantereit","Alles nix Konkretes",1207.193,"-","-","2","-","-","-"
"9795","Apr 2016",45,"Future","DS2",1203.682,"26","-","-","-","-","-"
"9796","Apr 2016",46,"Mike Posner","The Truth (EP)",1181.63,"32","-","-","-","15","-"
"9797","Apr 2016",47,"Sam Smith","In The Lonely Hour",1162.075,"65","31","-","-","-","28"
"9798","Apr 2016",48,"David Bowie","Best Of Bowie",1161.651,"79","7","-","-","22","-"
"9799","Apr 2016",49,"Meghan Trainor","Title",1161.266,"38","86","-","-","32","23"
"9800","Apr 2016",50,"The Pet Shop Boys","Super",1159.937,"58","3","3","39","35","12"
"9801","May 2016",1,"Beyonce","Lemonade",4047.155,"1","1","3","7","1","1"
"9802","May 2016",2,"Prince","The Very Best Of Prince",3668.218,"1","2","5","8","1","2"
"9803","May 2016",3,"Adele","25",3361.201,"9","6","13","29","8","2"
"9804","May 2016",4,"Rihanna","Anti",3191.096,"4","18","62","71","3","42"
"9805","May 2016",5,"Justin Bieber","Purpose",3162.594,"6","8","36","61","2","16"
"9806","May 2016",6,"Prince & The Revolution","Purple Rain",2925.401,"2","4","33","32","7","5"
"9807","May 2016",7,"Twenty One Pilots","Blurryface",2824.162,"7","19","44","49","6","12"
"9808","May 2016",8,"The Lumineers","Cleopatra",2491.807,"1","26","60","104","1","18"
"9809","May 2016",9,"Drake","Views",2478.046,"1","1","11","4","1","1"
"9810","May 2016",10,"Sia","This Is Acting",2346.557,"35","5","60","20","13","9"
"9811","May 2016",11,"Lukas Graham","Lukas Graham (Blue Album)",2236.219,"10","16","-","140","5","10"
"9812","May 2016",12,"Kanye West","The Life Of Pablo",2140.839,"4","30","-","-","9","-"
"9813","May 2016",13,"Chris Stapleton","Traveller",2102.664,"3","-","-","-","14","-"
"9814","May 2016",14,"Coldplay","A Head Full Of Dreams",2064.309,"62","8","24","15","24","31"
"9815","May 2016",15,"Zayn","Mind Of Mine",2015.47,"8","35","-","113","12","23"
"9816","May 2016",16,"The Weeknd","Beauty Behind The Madness",1960.956,"14","26","97","-","13","40"
"9817","May 2016",17,"Ed Sheeran","x",1944.095,"57","17","58","27","41","4"
"9818","May 2016",18,"Disturbed","Immortalized",1908.362,"23","13","97","-","27","1"
"9819","May 2016",19,"Prince","Ultimate",1866.072,"6","3","19","18","12","6"
"9820","May 2016",20,"Santana","Santana IV",1811.9,"5","34","10","62","16","11"
"9821","May 2016",21,"Prince","The Hits / The B-Sides",1762.207,"4","13","71","141","19","4"
"9822","May 2016",22,"Bryson Tiller","T R A P S O U L",1697.46,"12","71","-","-","43","-"
"9823","May 2016",23,"Panic! At the Disco","Death Of A Bachelor",1632.359,"17","44","-","-","-","-"
"9824","May 2016",24,"Kevin Gates","Islah",1628.749,"11","-","-","-","-","-"
"9825","May 2016",25,"Original Cast","Hamilton: An American Musical",1622.646,"11","-","-","-","-","-"
"9826","May 2016",26,"G-Eazy","When It's Dark Out",1614.074,"13","-","-","-","11","-"
"9827","May 2016",27,"Taylor Swift","1989",1593.388,"20","40","-","-","22","13"
"9828","May 2016",28,"James Bay","Chaos And The Calm",1589.091,"28","20","-","-","23","-"
"9829","May 2016",29,"Prince","1999",1567.506,"7","28","-","84","-","46"
"9830","May 2016",30,"Future & Drake","What A Time To Be Alive",1460.971,"20","83","-","-","24","-"
"9831","May 2016",31,"Charlie Puth","Nine Track Mind",1417.344,"42","39","-","33","31","29"
"9832","May 2016",32,"Fetty Wap","Fetty Wap",1415.107,"19","97","-","-","38","-"
"9833","May 2016",33,"Udo Lindenberg","Starker als die Zeit",1413.1,"-","-","1","-","-","-"
"9834","May 2016",34,"Melanie Martinez","Cry Baby",1395.83,"29","46","-","-","-","-"
"9835","May 2016",35,"Drake","If You're Reading This It's Too Late",1390.439,"27","56","-","-","19","-"
"9836","May 2016",36,"Andrea Berg","Seelenbeben",1362.38,"-","-","1","-","-","-"
"9837","May 2016",37,"Thomas Rhett","Tangled Up",1353.034,"24","-","-","-","33","-"
"9838","May 2016",38,"Sam Hunt","Montevallo",1326.127,"24","-","-","-","35","-"
"9839","May 2016",39,"Future","Evol",1307.101,"21","-","-","-","-","-"
"9840","May 2016",40,"Radiohead","A Moon Shaped Pool",1274.013,"3","1","13","6","2","2"
"9841","May 2016",41,"Adele","21",1251.152,"44","52","88","181","-","12"
"9842","May 2016",42,"Halsey","Badlands",1232.786,"28","-","-","-","45","30"
"9843","May 2016",43,"Various Artists","Sing meinen Song - Das Tauschkonzert - Volume 3",1211.479,"-","-","2","-","-","-"
"9844","May 2016",44,"Luke Bryan","Kill The Lights",1188.897,"33","-","-","-","36","-"
"9845","May 2016",45,"Gregory Porter","Take Me To The Alley",1162.184,"82","5","8","14","-","-"
"9846","May 2016",46,"Joey & Rory","Hymns",1161.087,"16","-","-","-","-","-"
"9847","May 2016",47,"Sturgill Simpson","A Sailor's Guide To Earth",1155.57,"3","-","-","-","31","-"
"9848","May 2016",48,"Twenty One Pilots","Vessel",1146.208,"44","66","-","-","47","-"
"9849","May 2016",49,"Flo-Rida","My House",1142.356,"29","-","-","-","14","-"
"9850","May 2016",50,"Future","DS2",1119.953,"30","-","-","-","-","-"
"9851","Jun 2016",1,"Drake","Views",4482.735,"1","2","14","37","1","7"
"9852","Jun 2016",2,"Beyonce","Lemonade",3980.158,"2","3","18","23","2","2"
"9853","Jun 2016",3,"Adele","25",3206.681,"9","9","13","22","12","2"
"9854","Jun 2016",4,"Ariana Grande","Dangerous Woman",2883.236,"2","1","6","8","2","1"
"9855","Jun 2016",5,"Rihanna","Anti",2804.714,"5","22","76","102","8","-"
"9856","Jun 2016",6,"Twenty One Pilots","Blurryface",2624.455,"10","16","57","74","7","28"
"9857","Jun 2016",7,"Justin Bieber","Purpose",2558.541,"13","8","49","110","7","32"
"9858","Jun 2016",8,"Meghan Trainor","Thank You",2444.43,"3","22","53","-","4","3"
"9859","Jun 2016",9,"Prince","The Very Best Of Prince",2425.998,"5","7","-","24","11","7"
"9860","Jun 2016",10,"Eric Clapton","I Still Do",2323.543,"6","6","5","9","11","10"
"9861","Jun 2016",11,"Radiohead","A Moon Shaped Pool",2295.145,"3","1","3","5","2","6"
"9862","Jun 2016",12,"Sia","This Is Acting",2217.833,"21","13","67","16","10","19"
"9863","Jun 2016",13,"Coldplay","A Head Full Of Dreams",2138.45,"79","3","23","14","40","11"
"9864","Jun 2016",14,"Disturbed","Immortalized",1911.14,"25","21","22","-","24","14"
"9865","Jun 2016",15,"Keith Urban","Ripcord",1880.627,"4","-","-","-","3","1"
"9866","Jun 2016",16,"Volbeat","Seal The Deal & Let's Boogie",1789.929,"4","16","1","50","2","47"
"9867","Jun 2016",17,"Kanye West","The Life Of Pablo",1782.627,"15","37","-","-","23","-"
"9868","Jun 2016",18,"Ed Sheeran","x",1749.347,"63","15","69","27","49","24"
"9869","Jun 2016",19,"The Weeknd","Beauty Behind The Madness",1717.922,"22","36","-","-","13","26"
"9870","Jun 2016",20,"Kygo","Cloud Nine",1705.553,"11","15","32","56","3","13"
"9871","Jun 2016",21,"Chris Stapleton","Traveller",1701.856,"10","-","-","-","28","-"
"9872","Jun 2016",22,"Lukas Graham","Lukas Graham (Blue Album)",1678.49,"20","21","-","-","14","43"
"9873","Jun 2016",23,"Original Cast","Hamilton: An American Musical",1622.701,"11","69","-","-","-","42"
"9874","Jun 2016",24,"Blake Shelton","If I'm Honest",1559.929,"3","-","-","-","3","13"
"9875","Jun 2016",25,"Prince & The Revolution","Purple Rain",1552.915,"8","42","-","89","19","42"
"9876","Jun 2016",26,"G-Eazy","When It's Dark Out",1471.697,"17","-","-","-","18","-"
"9877","Jun 2016",27,"Kevin Gates","Islah",1464.548,"15","-","-","-","-","-"
"9878","Jun 2016",28,"Fifth Harmony","7/27",1451.951,"4","6","41","55","3","8"
"9879","Jun 2016",29,"Taylor Swift","1989",1406.674,"26","47","-","-","27","6"
"9880","Jun 2016",30,"James Bay","Chaos And The Calm",1396.21,"39","20","-","-","26","43"
"9881","Jun 2016",31,"Cole Swindell","You Should Be Here",1376.302,"6","-","-","-","10","-"
"9882","Jun 2016",32,"Bryson Tiller","T R A P S O U L",1369.278,"21","98","-","-","-","-"
"9883","Jun 2016",33,"Bob Dylan","Fallen Angels",1356.055,"7","5","7","35","24","11"
"9884","Jun 2016",34,"Melanie Martinez","Cry Baby",1340.469,"31","56","-","-","-","-"
"9885","Jun 2016",35,"Paul Simon","Stranger To Stranger",1319.652,"3","1","14","51","4","24"
"9886","Jun 2016",36,"Zayn","Mind Of Mine",1282.211,"30","58","-","-","26","-"
"9887","Jun 2016",37,"The Lumineers","Cleopatra",1275.072,"24","80","-","-","12","-"
"9888","Jun 2016",38,"Thomas Rhett","Tangled Up",1274.455,"27","-","-","-","33","-"
"9889","Jun 2016",39,"Udo Lindenberg","Starker als die Zeit",1269.847,"-","-","2","-","-","-"
"9890","Jun 2016",40,"Chance The Rapper","Coloring Book",1262.487,"8","-","-","-","20","-"
"9891","Jun 2016",41,"Panic! At the Disco","Death Of A Bachelor",1251.767,"26","32","-","-","-","-"
"9892","Jun 2016",42,"Mike Posner","At Night, Alone.",1226.98,"12","-","-","-","6","-"
"9893","Jun 2016",43,"Flume","Skin",1191.709,"8","25","43","48","8","1"
"9894","Jun 2016",44,"Various Artists","NOW 58",1182.15,"17","-","-","-","-","-"
"9895","Jun 2016",45,"Future","Evol",1158.932,"30","-","-","-","-","-"
"9896","Jun 2016",46,"Adele","21",1142.204,"44","52","-","-","-","20"
"9897","Jun 2016",47,"Gzuz & Bonez MC","High & hungrig 2",1114.644,"-","-","1","-","-","-"
"9898","Jun 2016",48,"Sam Hunt","Montevallo",1104.196,"35","-","-","-","43","-"
