"","month","position","artist","album","indicativerevenue","us","uk","de","fr","ca","au"
"9899","Jun 2016",49,"Various Artists","Sing meinen Song - Das Tauschkonzert - Volume 3",1103.423,"-","-","4","-","-","-"
"9900","Jun 2016",50,"Bob Marley","Legend, The Best Of Bob Marley",1094.363,"72","23","88","146","-","-"
"9901","Jul 2016",1,"Drake","Views",4450.201,"1","3","28","66","1","6"
"9902","Jul 2016",2,"Red Hot Chili Peppers","The Getaway",4265.605,"2","2","2","3","2","1"
"9903","Jul 2016",3,"Beyonce","Lemonade",3873.32,"2","4","29","43","6","4"
"9904","Jul 2016",4,"Adele","25",3723.584,"7","1","11","35","6","2"
"9905","Jul 2016",5,"Twenty One Pilots","Blurryface",3324.016,"4","16","27","47","4","12"
"9906","Jul 2016",6,"Rihanna","Anti",2973.32,"5","21","68","62","9","-"
"9907","Jul 2016",7,"Radiohead","A Moon Shaped Pool",2842.868,"5","1","9","5","5","2"
"9908","Jul 2016",8,"Ariana Grande","Dangerous Woman",2676.628,"7","28","74","98","5","17"
"9909","Jul 2016",9,"Justin Bieber","Purpose",2574.401,"17","12","54","138","4","39"
"9910","Jul 2016",10,"Coldplay","A Head Full Of Dreams",2459.671,"45","2","13","22","40","13"
"9911","Jul 2016",11,"Original Cast","Hamilton: An American Musical",2379.984,"3","74","-","-","23","42"
"9912","Jul 2016",12,"Sia","This Is Acting",2337.456,"12","20","-","32","3","37"
"9913","Jul 2016",13,"Volbeat","Seal The Deal & Let's Boogie",2249.243,"4","-","2","184","2","-"
"9914","Jul 2016",14,"Meghan Trainor","Thank You",2226.856,"10","54","-","-","9","5"
"9915","Jul 2016",15,"blink-182","California",2149.906,"1","1","3","38","1","2"
"9916","Jul 2016",16,"Chris Stapleton","Traveller",1807.268,"10","-","-","-","21","-"
"9917","Jul 2016",17,"Blake Shelton","If I'm Honest",1782.734,"9","-","-","-","17","-"
"9918","Jul 2016",18,"Kanye West","The Life Of Pablo",1766.25,"16","51","-","-","25","-"
"9919","Jul 2016",19,"Fifth Harmony","7/27",1742.321,"17","74","-","-","14","-"
"9920","Jul 2016",20,"Ed Sheeran","x",1736.219,"63","15","70","45","49","26"
"9921","Jul 2016",21,"Disturbed","Immortalized",1725.649,"42","53","12","-","29","19"
"9922","Jul 2016",22,"Nick Jonas","Last Year Was Complicated",1679.893,"2","100","-","-","3","13"
"9923","Jul 2016",23,"The Weeknd","Beauty Behind The Madness",1642.149,"25","45","-","-","18","-"
"9924","Jul 2016",24,"Prince","The Very Best Of Prince",1625.881,"21","26","-","107","38","12"
"9925","Jul 2016",25,"Bryson Tiller","T R A P S O U L",1578.212,"11","91","-","-","-","-"
"9926","Jul 2016",26,"Paul McCartney","Pure McCartney",1537.75,"15","12","24","58","22","26"
"9927","Jul 2016",27,"Kevin Gates","Islah",1517.825,"13","-","-","-","-","-"
"9928","Jul 2016",28,"Paul Simon","Stranger To Stranger",1501.806,"3","15","47","113","4","24"
"9929","Jul 2016",29,"Keith Urban","Ripcord",1497.386,"15","-","-","-","6","7"
"9930","Jul 2016",30,"Melanie Martinez","Cry Baby",1474.783,"28","59","-","-","-","45"
"9931","Jul 2016",31,"Thomas Rhett","Tangled Up",1425.606,"18","-","-","-","32","-"
"9932","Jul 2016",32,"Charlie Puth","Nine Track Mind",1407.174,"35","40","-","50","42","49"
"9933","Jul 2016",33,"Twenty One Pilots","Vessel",1396.337,"24","56","-","-","-","-"
"9934","Jul 2016",34,"Dierks Bentley","Black",1380.642,"12","-","-","-","22","-"
"9935","Jul 2016",35,"James Bay","Chaos And The Calm",1376.426,"41","17","-","-","26","-"
"9936","Jul 2016",36,"Flume","Skin",1354.267,"34","-","-","129","27","6"
"9937","Jul 2016",37,"Selena Gomez","Revival",1352.078,"24","99","-","-","13","-"
"9938","Jul 2016",38,"Various Artists","Epic AF",1318.76,"8","-","-","-","-","-"
"9939","Jul 2016",39,"Panic! At the Disco","Death Of A Bachelor",1311.355,"35","49","-","-","-","-"
"9940","Jul 2016",40,"Lukas Graham","Lukas Graham (Blue Album)",1300.003,"35","53","-","-","24","-"
"9941","Jul 2016",41,"Adele","21",1287.89,"62","10","-","-","-","20"
"9942","Jul 2016",42,"In Extremo","Quid Pro Quo",1285.223,"-","-","1","-","-","-"
"9943","Jul 2016",43,"The Lumineers","Cleopatra",1281.179,"29","64","-","-","15","-"
"9944","Jul 2016",44,"G-Eazy","When It's Dark Out",1267.374,"20","-","-","-","33","-"
"9945","Jul 2016",45,"Sam Hunt","Montevallo",1265.007,"26","-","-","-","26","-"
"9946","Jul 2016",46,"Udo Lindenberg","Starker als die Zeit",1264.8,"-","-","3","-","-","-"
"9947","Jul 2016",47,"Bob Marley","Legend, The Best Of Bob Marley",1263.94,"34","7","-","146","24","-"
"9948","Jul 2016",48,"Chance The Rapper","Coloring Book",1242.656,"20","-","-","-","-","-"
"9949","Jul 2016",49,"Taylor Swift","1989",1226.831,"53","27","-","-","50","14"
"9950","Jul 2016",50,"Future","Evol",1186.582,"27","-","-","-","-","-"
"9951","Aug 2016",1,"Drake","Views",4418.801,"1","2","30","66","1","12"
"9952","Aug 2016",2,"Twenty One Pilots","Blurryface",3742.303,"3","10","27","23","4","7"
"9953","Aug 2016",3,"Adele","25",3551.359,"7","4","11","46","3","3"
"9954","Aug 2016",4,"Rihanna","Anti",2998.357,"4","34","71","50","7","-"
"9955","Aug 2016",5,"Beyonce","Lemonade",2948.94,"7","10","29","43","16","6"
"9956","Aug 2016",6,"Coldplay","A Head Full Of Dreams",2724.58,"26","5","25","27","25","15"
"9957","Aug 2016",7,"Red Hot Chili Peppers","The Getaway",2643.601,"25","19","4","26","13","9"
"9958","Aug 2016",8,"Sia","This Is Acting",2603.548,"6","20","89","39","2","18"
"9959","Aug 2016",9,"blink-182","California",2536.319,"3","22","23","185","3","6"
"9960","Aug 2016",10,"Justin Bieber","Purpose",2534.495,"18","8","54","112","8","48"
"9961","Aug 2016",11,"Ariana Grande","Dangerous Woman",2301.966,"11","34","98","132","9","30"
"9962","Aug 2016",12,"Disturbed","Immortalized",2164.92,"17","80","10","-","35","12"
"9963","Aug 2016",13,"Original Cast","Hamilton: An American Musical",1987.685,"5","98","-","-","-","-"
"9964","Aug 2016",14,"Meghan Trainor","Thank You",1982.385,"10","-","-","-","6","12"
"9965","Aug 2016",15,"Schoolboy Q","Blank Face Lp",1826.556,"2","-","-","-","2","19"
"9966","Aug 2016",16,"Ed Sheeran","x",1745.867,"63","15","70","48","-","41"
"9967","Aug 2016",17,"Kanye West","The Life Of Pablo",1720.868,"22","52","-","-","28","-"
"9968","Aug 2016",18,"Charlie Puth","Nine Track Mind",1718.157,"23","40","-","57","25","-"
"9969","Aug 2016",19,"Blake Shelton","If I'm Honest",1698.252,"4","-","-","-","16","-"
"9970","Aug 2016",20,"Chris Stapleton","Traveller",1682.538,"14","-","-","-","22","-"
"9971","Aug 2016",21,"Various Artists","Epic AF",1667.165,"5","-","-","-","-","-"
"9972","Aug 2016",22,"Bryson Tiller","T R A P S O U L",1648.499,"15","89","-","-","-","-"
"9973","Aug 2016",23,"Fifth Harmony","7/27",1605.4,"16","-","-","-","15","-"
"9974","Aug 2016",24,"Radiohead","A Moon Shaped Pool",1568.123,"61","26","43","28","34","16"
"9975","Aug 2016",25,"The Weeknd","Beauty Behind The Madness",1556.936,"27","45","-","-","37","-"
"9976","Aug 2016",26,"Twenty One Pilots","Vessel",1525.157,"24","46","-","-","-","-"
"9977","Aug 2016",27,"Kevin Gates","Islah",1464.495,"17","-","-","-","-","-"
"9978","Aug 2016",28,"DJ Khaled","Major Key",1448.428,"1","7","-","54","3","6"
"9979","Aug 2016",29,"G-Eazy","When It's Dark Out",1416.06,"22","-","-","-","33","-"
"9980","Aug 2016",30,"Bob Marley","Legend, The Best Of Bob Marley",1400.957,"78","5","94","-","-","-"
"9981","Aug 2016",31,"Selena Gomez","Revival",1388.304,"28","65","-","-","14","43"
"9982","Aug 2016",32,"Original Soundtrack","Suicide Squad: The Album",1375.335,"1","-","9","11","1","1"
"9983","Aug 2016",33,"Melanie Martinez","Cry Baby",1364.051,"32","61","-","-","-","50"
"9984","Aug 2016",34,"Flume","Skin",1349.201,"34","-","-","-","34","2"
"9985","Aug 2016",35,"Panic! At the Disco","Death Of A Bachelor",1344.333,"24","54","-","-","-","-"
"9986","Aug 2016",36,"Sam Hunt","Montevallo",1330.047,"27","-","-","-","21","-"
"9987","Aug 2016",37,"Billy Talent","Afraid Of Heights",1312.276,"-","23","1","-","1","26"
"9988","Aug 2016",38,"Logic","Bobby Tarantino",1311.302,"12","-","-","-","-","-"
"9989","Aug 2016",39,"Volbeat","Seal The Deal & Let's Boogie",1284.265,"152","-","2","-","-","-"
"9990","Aug 2016",40,"Thomas Rhett","Tangled Up",1278.402,"30","-","-","-","32","-"
"9991","Aug 2016",41,"Kidz Bop Kids","Kidz Bop 32",1272.595,"9","-","-","-","-","-"
"9992","Aug 2016",42,"James Bay","Chaos And The Calm",1266.672,"41","17","-","-","21","-"
"9993","Aug 2016",43,"Gucci Mane","Everybody Looking",1263.657,"2","-","-","-","11","-"
"9994","Aug 2016",44,"Taylor Swift","1989",1245.146,"56","27","-","-","-","23"
"9995","Aug 2016",45,"Adele","21",1224.383,"62","29","-","-","-","40"
"9996","Aug 2016",46,"Lukas Graham","Lukas Graham (Blue Album)",1219.237,"48","41","-","-","31","-"
"9997","Aug 2016",47,"Chance The Rapper","Coloring Book",1215.96,"26","-","-","-","-","-"
"9998","Aug 2016",48,"Keith Urban","Ripcord",1189.061,"50","-","-","-","6","6"
"9999","Aug 2016",49,"Amigos","Wie ein Feuerwerk",1186.373,"-","-","1","-","-","-"
"10000","Aug 2016",50,"Dierks Bentley","Black",1176.152,"33","-","-","-","21","-"
"10001","Sep 2016",1,"Drake","Views",3677.161,"2","4","47","81","2","19"
"10002","Sep 2016",2,"Original Soundtrack","Suicide Squad: The Album",3448.107,"1","-","10","25","1","2"
"10003","Sep 2016",3,"Twenty One Pilots","Blurryface",3359.782,"5","5","35","13","8","7"
"10004","Sep 2016",4,"Adele","25",3061.313,"7","8","30","49","9","4"
"10005","Sep 2016",5,"Beyonce","Lemonade",2582.179,"7","19","53","86","16","9"
"10006","Sep 2016",6,"Coldplay","A Head Full Of Dreams",2428.587,"20","9","42","34","39","22"
"10007","Sep 2016",7,"Rihanna","Anti",2390.45,"8","34","-","81","12","-"
"10008","Sep 2016",8,"Frank Ocean","Blonde",2387.963,"1","1","-","-","2","1"
"10009","Sep 2016",9,"Barbra Streisand","Encore - Movie Partners Sing Broadway",2256.093,"1","1","23","66","3","1"
"10010","Sep 2016",10,"Ariana Grande","Dangerous Woman",2237.903,"11","29","-","114","8","38"
"10011","Sep 2016",11,"Justin Bieber","Purpose",2215.43,"23","9","38","102","13","48"
"10012","Sep 2016",12,"Sia","This Is Acting",2196.48,"13","20","-","40","5","45"
"10013","Sep 2016",13,"Britney Spears","Glory",2112.472,"3","2","3","6","4","4"
"10014","Sep 2016",14,"DJ Khaled","Major Key",1936.199,"6","86","-","159","9","35"
"10015","Sep 2016",15,"Disturbed","Immortalized",1846.417,"17","88","8","-","41","12"
"10016","Sep 2016",16,"Red Hot Chili Peppers","The Getaway",1839.354,"51","21","18","31","38","16"
"10017","Sep 2016",17,"DJ Snake","Encore",1737.218,"8","-","-","62","5","33"
"10018","Sep 2016",18,"Lindsey Stirling","Brave Enough",1705.176,"5","100","4","9","7","39"
"10019","Sep 2016",19,"Charlie Puth","Nine Track Mind",1704.553,"21","56","-","73","23","-"
"10020","Sep 2016",20,"Kanye West","The Life Of Pablo",1701.316,"21","37","-","-","20","-"
"10021","Sep 2016",21,"Original Cast","Hamilton: An American Musical",1633.037,"10","-","-","-","-","-"
"10022","Sep 2016",22,"Meghan Trainor","Thank You",1583.745,"14","-","-","-","10","15"
"10023","Sep 2016",23,"Chris Stapleton","Traveller",1577.739,"14","-","-","-","22","-"
"10024","Sep 2016",24,"Various Artists","NOW 59",1514.258,"5","-","-","-","-","-"
"10025","Sep 2016",25,"Blake Shelton","If I'm Honest",1455.018,"4","-","-","-","16","-"
"10026","Sep 2016",26,"Dolly Parton","Pure & Simple",1433.966,"11","2","79","-","20","9"
"10027","Sep 2016",27,"Twenty One Pilots","Vessel",1433.126,"30","39","-","-","-","-"
"10028","Sep 2016",28,"Tory Lanez","I Told You",1397.842,"4","18","-","92","5","37"
"10029","Sep 2016",29,"Bryson Tiller","T R A P S O U L",1391.435,"18","-","-","-","-","-"
"10030","Sep 2016",30,"Halsey","Badlands",1341.21,"29","87","-","-","39","36"
"10031","Sep 2016",31,"Beginner","Advanced Chemistry",1336.04,"-","-","1","-","-","-"
"10032","Sep 2016",32,"The Weeknd","Beauty Behind The Madness",1333.805,"27","63","-","-","42","-"
"10033","Sep 2016",33,"Ed Sheeran","x",1329.482,"70","16","85","65","-","41"
"10034","Sep 2016",34,"PARTYNEXTDOOR","PARTYNEXTDOOR 3 (P3)",1292.459,"3","-","-","-","4","-"
"10035","Sep 2016",35,"Kevin Gates","Islah",1288.261,"21","-","-","-","-","-"
"10036","Sep 2016",36,"Florida Georgia Line","Dig Your Roots",1280.529,"2","91","-","-","2","7"
"10037","Sep 2016",37,"blink-182","California",1259.744,"40","32","65","-","33","20"
"10038","Sep 2016",38,"Fifth Harmony","7/27",1255.573,"25","-","-","-","18","-"
"10039","Sep 2016",39,"A Day to Remember","Bad Vibrations",1252.208,"2","6","7","-","9","1"
"10040","Sep 2016",40,"Flume","Skin",1228.582,"36","-","-","-","27","14"
"10041","Sep 2016",41,"Rae Sremmurd","SremmLife 2",1198.174,"7","-","-","-","16","-"
"10042","Sep 2016",42,"G-Eazy","When It's Dark Out",1191.816,"22","-","-","-","34","-"
"10043","Sep 2016",43,"Nick Cave & The Bad Seeds","Skeleton Tree",1190.789,"-","2","3","5","-","1"
"10044","Sep 2016",44,"Lukas Graham","Lukas Graham (Blue Album)",1182.025,"26","92","-","-","34","-"
"10045","Sep 2016",45,"Justin Moore","Kinda Don't Care",1180.964,"4","-","-","-","15","-"
"10046","Sep 2016",46,"Keith Urban","Ripcord",1156.12,"42","-","-","-","19","6"
"10047","Sep 2016",47,"Chance The Rapper","Coloring Book",1155.116,"30","-","-","-","-","-"
"10048","Sep 2016",48,"Melanie Martinez","Cry Baby",1153.056,"46","51","-","-","-","50"
"10049","Sep 2016",49,"Sam Hunt","Montevallo",1147.799,"33","-","-","-","22","-"
"10050","Sep 2016",50,"Bob Marley","Legend, The Best Of Bob Marley",1128.671,"92","5","95","-","-","-"
"10051","Oct 2016",1,"Drake","Views",3571.781,"1","6","84","162","1","33"
"10052","Oct 2016",2,"Twenty One Pilots","Blurryface",3179.037,"7","8","48","17","12","16"
"10053","Oct 2016",3,"Original Soundtrack","Suicide Squad: The Album",3136.717,"3","-","37","70","2","2"
"10054","Oct 2016",4,"Shawn Mendes","Illuminate",2936.809,"1","3","2","16","1","3"
"10055","Oct 2016",5,"Adele","25",2676.025,"13","11","48","48","9","8"
"10056","Oct 2016",6,"Bruce Springsteen","Chapter And Verse",2468.881,"5","2","4","7","21","2"
"10057","Oct 2016",7,"Ariana Grande","Dangerous Woman",2453.999,"7","29","-","-","5","28"
"10058","Oct 2016",8,"Sia","This Is Acting",2300.514,"16","8","48","16","4","44"
"10059","Oct 2016",9,"Jason Aldean","They Don't Know",2229.9,"1","-","-","-","2","5"
"10060","Oct 2016",10,"Coldplay","A Head Full Of Dreams",2227.884,"25","19","44","44","22","35"
"10061","Oct 2016",11,"Travi$ Scott","Birds In The Trap Sing Mcknight",2216.931,"6","53","-","-","9","37"
"10062","Oct 2016",12,"Rihanna","Anti",2085.207,"9","51","-","-","16","-"
"10063","Oct 2016",13,"Justin Bieber","Purpose",2040.691,"39","10","57","104","19","11"
"10064","Oct 2016",14,"Red Hot Chili Peppers","The Getaway",1981.484,"5","35","44","69","2","15"
"10065","Oct 2016",15,"Frank Ocean","Blonde",1979.848,"13","19","-","-","13","21"
"10066","Oct 2016",16,"Bastille","Wild World",1949.933,"4","1","34","-","7","7"
"10067","Oct 2016",17,"Beyonce","Lemonade",1876.806,"15","48","-","-","45","17"
"10068","Oct 2016",18,"Kanye West","The Life Of Pablo",1866.695,"18","37","-","-","19","-"
"10069","Oct 2016",19,"Florida Georgia Line","Dig Your Roots",1848.204,"10","-","-","-","8","29"
"10070","Oct 2016",20,"Original Cast","Hamilton: An American Musical",1599.264,"11","-","-","-","-","-"
"10071","Oct 2016",21,"Van Morrison","Keep Me Singing",1521.815,"9","4","6","141","18","11"
"10072","Oct 2016",22,"Charlie Puth","Nine Track Mind",1502.84,"22","58","-","131","23","-"
"10073","Oct 2016",23,"The Beatles","Live At The Hollywood Bowl",1494.238,"7","4","85","77","16","8"
"10074","Oct 2016",24,"DJ Snake","Encore",1466.36,"22","-","-","139","10","-"
"10075","Oct 2016",25,"The Weeknd","Beauty Behind The Madness",1459.681,"35","35","-","-","29","32"
"10076","Oct 2016",26,"Bon Iver","22, A Million",1454.981,"2","-","7","31","1","2"
"10077","Oct 2016",27,"Green Day","Revolution Radio",1453.237,"1","1","2","13","1","2"
"10078","Oct 2016",28,"Passenger","Young As The Morning Old As The Sea",1452.584,"70","1","6","71","8","1"
"10079","Oct 2016",29,"Norah Jones","Day Breaks",1432.39,"2","9","3","3","7","4"
"10080","Oct 2016",30,"Ed Sheeran","x",1416.02,"59","18","89","127","46","17"
"10081","Oct 2016",31,"DJ Khaled","Major Key",1401.352,"20","-","-","-","29","-"
"10082","Oct 2016",32,"Nick Cave & The Bad Seeds","Skeleton Tree",1400.787,"27","2","26","30","22","1"
"10083","Oct 2016",33,"Barbra Streisand","Encore - Movie Partners Sing Broadway",1397.783,"18","15","-","-","31","5"
"10084","Oct 2016",34,"Chris Stapleton","Traveller",1342.498,"23","-","-","-","48","-"
"10085","Oct 2016",35,"Keith Urban","Ripcord",1335.144,"35","-","-","-","19","3"
"10086","Oct 2016",36,"Twenty One Pilots","Vessel",1325.481,"38","43","-","-","-","-"
"10087","Oct 2016",37,"Usher","Hard II Love",1313.059,"5","7","-","-","20","5"
"10088","Oct 2016",38,"Solange","A Seat At The Table",1270.719,"1","17","-","111","10","21"
"10089","Oct 2016",39,"Opeth","Sorceress",1265.131,"24","11","1","29","13","7"
"10090","Oct 2016",40,"Mac Miller","The Divine Feminine",1247.646,"2","59","-","-","6","13"
"10091","Oct 2016",41,"Chance The Rapper","Coloring Book",1222.701,"25","-","-","-","-","-"
"10092","Oct 2016",42,"Tory Lanez","I Told You",1188.515,"30","-","-","-","28","-"
"10093","Oct 2016",43,"Bryson Tiller","T R A P S O U L",1183.538,"28","-","-","-","-","-"
"10094","Oct 2016",44,"Disturbed","Immortalized",1150.245,"85","-","11","-","-","23"
"10095","Oct 2016",45,"Panic! At the Disco","Death Of A Bachelor",1145.473,"41","42","-","-","-","-"
"10096","Oct 2016",46,"Kevin Gates","Islah",1130.333,"29","-","-","-","-","-"
"10097","Oct 2016",47,"Various Artists","Epic Lit",1123.563,"32","-","-","-","-","-"
"10098","Oct 2016",48,"Meghan Trainor","Thank You",1072.068,"44","-","-","-","25","44"
"10099","Oct 2016",49,"OneRepublic","Oh My My",1066.478,"3","6","6","37","4","8"
"10100","Oct 2016",50,"Kiiara","Low Kii Savage",1031.614,"41","-","-","-","35","-"
"10101","Nov 2016",1,"Leonard Cohen","You Want It Darker",3123.338,"10","4","2","3","1","2"
"10102","Nov 2016",2,"Michael Buble","Nobody But Me",2812.289,"2","2","4","25","2","2"
"10103","Nov 2016",3,"Twenty One Pilots","Blurryface",2806.803,"5","24","71","22","11","23"
"10104","Nov 2016",4,"Drake","Views",2705.183,"2","13","-","-","2","28"
"10105","Nov 2016",5,"Lady GaGa","Joanne",2670.014,"1","3","6","9","2","2"
"10106","Nov 2016",6,"Sia","This Is Acting",2646.521,"11","8","48","16","5","12"
"10107","Nov 2016",7,"Kings of Leon","Walls",2411.313,"1","5","16","98","1","3"
"10108","Nov 2016",8,"Shawn Mendes","Illuminate",2373.359,"14","15","53","81","2","15"
"10109","Nov 2016",9,"Original Soundtrack","Suicide Squad: The Album",2353.173,"3","-","81","117","3","7"
"10110","Nov 2016",10,"Adele","25",2301.381,"20","23","58","50","14","16"
"10111","Nov 2016",11,"Green Day","Revolution Radio",2216.238,"1","18","29","78","1","6"
"10112","Nov 2016",12,"Norah Jones","Day Breaks",2189.454,"2","82","13","15","6","10"
"10113","Nov 2016",13,"Ariana Grande","Dangerous Woman",2074.588,"8","43","-","-","8","28"
"10114","Nov 2016",14,"Phil Collins","The Singles",1997.668,"44","6","9","19","59","6"
"10115","Nov 2016",15,"Original Soundtrack","Trolls",1968.234,"3","11","61","66","12","-"
"10116","Nov 2016",16,"Original Cast","Hamilton: An American Musical",1847.447,"7","-","-","-","88","-"
"10117","Nov 2016",17,"Pentatonix","A Pentatonix Christmas",1836.46,"3","73","43","173","5","16"
"10118","Nov 2016",18,"Rihanna","Anti",1746.381,"13","75","-","-","18","-"
"10119","Nov 2016",19,"Travi$ Scott","Birds In The Trap Sing Mcknight",1670.909,"9","-","-","-","16","-"
"10120","Nov 2016",20,"Coldplay","A Head Full Of Dreams",1659.683,"48","17","70","39","22","25"
"10121","Nov 2016",21,"Korn","The Serenity Of Suffering",1647.692,"4","9","3","20","7","5"
"10122","Nov 2016",22,"Justin Bieber","Purpose",1643.141,"47","12","93","168","27","18"
"10123","Nov 2016",23,"Elvis Presley & The Royal Philharmonic Orchestra","The Wonder Of You",1578.908,"47","1","11","159","40","3"
